query_id,query_text,query_emotion,query_cause,verse_id,surah,ayah,verse_emotion,verse_cause,relevance
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,2,2,190,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,3,3,102,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,4,5,44,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,5,16,50,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,6,67,12,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,11,5,52,Fear,Relationships / People,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,12,33,39,Fear,Relationships / People,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,13,114,4,Fear,Relationships / People,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,14,113,5,Fear,Relationships / People,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,15,2,2,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,16,8,2,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,17,23,57,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,18,39,9,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,19,55,46,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,20,79,40,Fear,Faith / Spiritual State,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,21,3,173,Fear,Relationships / People,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,22,8,26,Fear,Relationships / People,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,23,9,13,Fear,Relationships / People,1
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,41,21,90,Joy,Life Trials / Hardship,0
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,44,94,5,Joy,Life Trials / Hardship,0
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,50,25,74,Joy,Relationships / People,0
Q9,I am so afraid of failing these trials and hardships in my life,Fear,Life Trials / Hardship,68,9,40,Sadness,Life Trials / Hardship,0
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,7,2,155,Fear,Life Trials / Hardship,2
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,8,2,214,Fear,Life Trials / Hardship,2
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,9,3,137,Fear,Life Trials / Hardship,2
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,10,4,9,Fear,Life Trials / Hardship,2
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,1,2,40,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,2,2,190,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,3,3,102,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,4,5,44,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,5,16,50,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,6,67,12,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,11,5,52,Fear,Relationships / People,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,12,33,39,Fear,Relationships / People,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,13,114,4,Fear,Relationships / People,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,14,113,5,Fear,Relationships / People,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,15,2,2,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,16,8,2,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,17,23,57,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,18,39,9,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,19,55,46,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,20,79,40,Fear,Faith / Spiritual State,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,21,3,173,Fear,Relationships / People,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,22,8,26,Fear,Relationships / People,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,23,9,13,Fear,Relationships / People,1
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,92,60,1,Anger,Relationships / People,0
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,50,25,74,Joy,Relationships / People,0
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,45,11,10,Joy,Life Trials / Hardship,0
Q10,The hardships I face make me scared about what comes next,Fear,Life Trials / Hardship,27,9,21,Joy,Faith / Spiritual State,0
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,11,5,52,Fear,Relationships / People,2
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,12,33,39,Fear,Relationships / People,2
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,13,114,4,Fear,Relationships / People,2
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,14,113,5,Fear,Relationships / People,2
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,21,3,173,Fear,Relationships / People,2
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,22,8,26,Fear,Relationships / People,2
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,23,9,13,Fear,Relationships / People,2
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,1,2,40,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,2,2,190,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,3,3,102,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,4,5,44,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,5,16,50,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,6,67,12,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,7,2,155,Fear,Life Trials / Hardship,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,8,2,214,Fear,Life Trials / Hardship,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,9,3,137,Fear,Life Trials / Hardship,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,10,4,9,Fear,Life Trials / Hardship,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,15,2,2,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,16,8,2,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,17,23,57,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,18,39,9,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,19,55,46,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,20,79,40,Fear,Faith / Spiritual State,1
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,89,42,37,Anger,Relationships / People,0
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,82,3,153,Anger,Life Trials / Hardship,0
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,96,2,61,Anger,Faith / Spiritual State,0
Q11,I am afraid of being hurt again by people I trusted,Fear,Relationships / People,26,3,171,Joy,Faith / Spiritual State,0
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,11,5,52,Fear,Relationships / People,2
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,12,33,39,Fear,Relationships / People,2
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,13,114,4,Fear,Relationships / People,2
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,14,113,5,Fear,Relationships / People,2
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,21,3,173,Fear,Relationships / People,2
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,22,8,26,Fear,Relationships / People,2
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,23,9,13,Fear,Relationships / People,2
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,1,2,40,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,2,2,190,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,3,3,102,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,4,5,44,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,5,16,50,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,6,67,12,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,7,2,155,Fear,Life Trials / Hardship,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,8,2,214,Fear,Life Trials / Hardship,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,9,3,137,Fear,Life Trials / Hardship,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,10,4,9,Fear,Life Trials / Hardship,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,15,2,2,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,16,8,2,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,17,23,57,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,18,39,9,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,19,55,46,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,20,79,40,Fear,Faith / Spiritual State,1
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,47,12,96,Joy,Relationships / People,0
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,41,21,90,Joy,Life Trials / Hardship,0
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,50,25,74,Joy,Relationships / People,0
Q12,People around me make me anxious and I fear being alone,Fear,Relationships / People,31,22,34,Joy,Faith / Spiritual State,0
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,24,2,25,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,25,3,170,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,26,3,171,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,27,9,21,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,28,10,64,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,29,16,30,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,30,18,107,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,31,22,34,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,32,30,4,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,33,39,17,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,34,39,74,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,35,52,17,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,36,83,24,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,37,98,8,Joy,Faith / Spiritual State,2
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,38,3,139,Joy,Life Trials / Hardship,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,39,9,111,Joy,Life Trials / Hardship,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,40,12,90,Joy,Life Trials / Hardship,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,41,21,90,Joy,Life Trials / Hardship,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,42,28,54,Joy,Life Trials / Hardship,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,43,39,10,Joy,Life Trials / Hardship,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,44,94,5,Joy,Life Trials / Hardship,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,45,11,10,Joy,Life Trials / Hardship,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,46,11,71,Joy,Relationships / People,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,47,12,96,Joy,Relationships / People,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,48,84,9,Joy,Relationships / People,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,49,15,47,Joy,Relationships / People,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,50,25,74,Joy,Relationships / People,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,51,36,55,Joy,Relationships / People,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,52,36,56,Joy,Relationships / People,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,53,43,70,Joy,Relationships / People,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,54,52,21,Joy,Relationships / People,1
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,97,5,64,Anger,Relationships / People,0
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,96,2,61,Anger,Faith / Spiritual State,0
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,61,13,28,Sadness,Faith / Spiritual State,0
Q13,I feel so grateful and happy because my faith has grown stronger,Joy,Faith / Spiritual State,94,2,34,Anger,Faith / Spiritual State,0
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,24,2,25,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,25,3,170,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,26,3,171,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,27,9,21,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,28,10,64,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,29,16,30,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,30,18,107,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,31,22,34,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,32,30,4,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,33,39,17,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,34,39,74,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,35,52,17,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,36,83,24,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,37,98,8,Joy,Faith / Spiritual State,2
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,38,3,139,Joy,Life Trials / Hardship,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,39,9,111,Joy,Life Trials / Hardship,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,40,12,90,Joy,Life Trials / Hardship,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,41,21,90,Joy,Life Trials / Hardship,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,42,28,54,Joy,Life Trials / Hardship,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,43,39,10,Joy,Life Trials / Hardship,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,44,94,5,Joy,Life Trials / Hardship,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,45,11,10,Joy,Life Trials / Hardship,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,46,11,71,Joy,Relationships / People,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,47,12,96,Joy,Relationships / People,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,48,84,9,Joy,Relationships / People,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,49,15,47,Joy,Relationships / People,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,50,25,74,Joy,Relationships / People,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,51,36,55,Joy,Relationships / People,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,52,36,56,Joy,Relationships / People,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,53,43,70,Joy,Relationships / People,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,54,52,21,Joy,Relationships / People,1
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,90,3,186,Anger,Relationships / People,0
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,88,49,6,Anger,Relationships / People,0
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,7,2,155,Fear,Life Trials / Hardship,0
Q14,My heart is full of joy knowing Allah is always with me,Joy,Faith / Spiritual State,79,5,58,Anger,Faith / Spiritual State,0
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,38,3,139,Joy,Life Trials / Hardship,2
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,39,9,111,Joy,Life Trials / Hardship,2
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,40,12,90,Joy,Life Trials / Hardship,2
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,41,21,90,Joy,Life Trials / Hardship,2
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,42,28,54,Joy,Life Trials / Hardship,2
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,43,39,10,Joy,Life Trials / Hardship,2
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,44,94,5,Joy,Life Trials / Hardship,2
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,45,11,10,Joy,Life Trials / Hardship,2
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,24,2,25,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,25,3,170,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,26,3,171,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,27,9,21,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,28,10,64,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,29,16,30,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,30,18,107,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,31,22,34,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,32,30,4,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,33,39,17,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,34,39,74,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,35,52,17,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,36,83,24,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,37,98,8,Joy,Faith / Spiritual State,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,46,11,71,Joy,Relationships / People,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,47,12,96,Joy,Relationships / People,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,48,84,9,Joy,Relationships / People,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,49,15,47,Joy,Relationships / People,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,50,25,74,Joy,Relationships / People,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,51,36,55,Joy,Relationships / People,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,52,36,56,Joy,Relationships / People,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,53,43,70,Joy,Relationships / People,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,54,52,21,Joy,Relationships / People,1
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,19,55,46,Fear,Faith / Spiritual State,0
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,65,2,286,Sadness,Life Trials / Hardship,0
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,87,9,30,Anger,Relationships / People,0
Q15,I feel happy and relieved that my hardships are finally over,Joy,Life Trials / Hardship,96,2,61,Anger,Faith / Spiritual State,0
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,38,3,139,Joy,Life Trials / Hardship,2
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,39,9,111,Joy,Life Trials / Hardship,2
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,40,12,90,Joy,Life Trials / Hardship,2
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,41,21,90,Joy,Life Trials / Hardship,2
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,42,28,54,Joy,Life Trials / Hardship,2
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,43,39,10,Joy,Life Trials / Hardship,2
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,44,94,5,Joy,Life Trials / Hardship,2
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,45,11,10,Joy,Life Trials / Hardship,2
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,24,2,25,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,25,3,170,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,26,3,171,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,27,9,21,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,28,10,64,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,29,16,30,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,30,18,107,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,31,22,34,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,32,30,4,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,33,39,17,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,34,39,74,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,35,52,17,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,36,83,24,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,37,98,8,Joy,Faith / Spiritual State,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,46,11,71,Joy,Relationships / People,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,47,12,96,Joy,Relationships / People,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,48,84,9,Joy,Relationships / People,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,49,15,47,Joy,Relationships / People,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,50,25,74,Joy,Relationships / People,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,51,36,55,Joy,Relationships / People,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,52,36,56,Joy,Relationships / People,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,53,43,70,Joy,Relationships / People,1
